,813,4523,9047,6940,295,4571,6887,305,7299,9777
7032,15.8706204,12.3585573,10.6146609,1.045934,18.4073734,12.8131432,4.4879442,18.3014824,4.9873859,1.1726146
6506,18.2713844,8.9737013,8.3666285,8.8070451,22.3764872,9.4282872,6.1049123,22.2705962,11.6993619,10.6169314
238,5.6357794,15.0245068,17.4925705,17.1528558,2.6908918,15.4790927,20.318467,2.7967828,21.7558889,19.1392084
8461,12.0218538,12.6003692,10.4144476,7.4700116,14.5586068,13.0549551,10.6356228,14.4527158,12.0730447,9.4563642
3368,11.4568615,12.0353769,9.8494553,6.9050193,13.9936145,12.4899628,10.0706305,13.8877235,11.5080524,8.8913719
9319,15.3772719,9.0048025,6.8188809,7.557653,18.3952731,9.4593884,9.8838709,18.2893821,11.7413939,9.3675393
4788,15.4875805,9.2280677,7.0421461,8.3307397,18.0243335,9.6826536,10.1071361,17.9184425,12.5144806,10.140626
805,4.7129566,11.2183538,13.6864175,18.7520504,9.350759,11.6729397,19.0040876,9.244868,23.3550835,20.738403
8248,9.3193715,11.7498785,14.2179422,21.290304,14.3038503,12.2044644,20.6569966,14.1979593,25.7034566,23.2766566
6119,15.5965754,6.2988923,6.3217857,6.7622023,20.3316444,6.7534782,5.2034345,20.2257534,10.2498945,8.5720886
