,55,1625,5895,130,7364,6194,1851,2252,99,5969,1034,5416,2091,8630,4197,7415,5153,6014,2359,196,6790,2848,8326,8456,4219,607,8192,8560,7491,4085,4300,1527,9280,7758,1408,4503,5314,9240,57,4316,1204,7675,6100,9738,7080,1000,8901,9634,7906,8655,7289,3130,6647,6562,2026,7744,8175,432,2451,3870,5710,9856,6953,6005,1242,7642,3019,3044,7156,7023,7450,6983,3518,6791,8899,2314,9482,3747,4774,2782,7822,8161,2093,712,9757,107,8152,9595,5712,6107,1159,1113,2103,2833,7496,233,3516,610,7101,2778
5034,20.9091341,15.0420695,4.6918091,23.0630586,9.5787156,4.9108037,9.3556672,12.0067218,20.7622895,6.2750711,14.614524,6.1287275,15.7929423,11.7753199,8.7802942,9.1716392,0.3478961,3.8201875,13.1538271,19.0668337,5.4696918,12.6061902,8.3455535,11.1870895,4.882012,17.1514644,11.395694,6.2607051,20.0623235,8.2848771,8.114288,15.9325214,4.3666929,12.702501,15.3286076,8.55648595,9.3486029,5.5058296,20.0275927,8.196246,12.8660682,14.560604,7.1265808,6.1135189,8.8710759,13.772253,7.70089055,6.9051387,10.7455235,6.0255637,9.169656,11.772984,7.4142967,5.1086609,12.1583679,14.6937538,13.5884724,15.6394652,14.6075119,7.2135051,2.7497147,7.8743761,7.0736704,4.9609278,12.5879453,21.2057593,7.8241955,8.0786519,8.0424785,7.977343,10.8223738,7.8576348,11.0895494,9.052732,7.8936288,12.8046778,4.5997795,12.2553745,5.7820057,12.8605579,13.286496,15.4734071,8.4645797,14.8929869,7.3073381,21.7106755,12.3929212,4.9318051,8.0532005,4.023209,13.0820053,15.5424031,14.653179,12.2592892,19.0210849,18.4422866,7.1289701,17.8805524,7.8362385,7.3861937
9855,27.8176035,23.4278708,10.1145713,29.971528,6.3637558,10.3335659,17.7414685,16.9813969,27.6707589,10.8106078,22.580204,11.5514897,24.1787436,20.1611212,15.5535527,5.9566794,9.665329,9.2429497,21.5396284,25.9753031,7.1489665,19.3794487,16.7313548,19.5728908,13.2678133,24.0599338,19.7814953,14.6465064,26.9707929,15.0581356,14.8875465,24.3183227,9.7894551,21.0883023,23.7144089,13.8967468,11.3152931,13.8916309,26.9360621,14.9695045,21.2518695,21.9354633,9.7162541,7.1628606,5.2187677,18.7469281,14.2465614,7.2437953,18.7959786,14.411365,5.9546962,16.7476591,8.2514076,6.0938995,20.5441692,23.0795551,18.5631475,22.5479346,21.4719889,13.3428022,8.0452331,5.1286371,6.2727653,10.38369,20.9737466,26.3107891,16.2099968,15.0734691,1.8879591,7.1006306,7.607414,3.8199716,17.8628079,12.2742839,16.2794301,17.7793529,10.0225417,20.6411758,14.167807,21.2463592,21.6722973,23.8592084,16.850381,21.8014563,7.4690618,28.6191449,17.3675963,7.5650705,10.7181356,9.4459712,21.4678066,23.0057943,23.0389803,19.0325477,25.9295543,25.350756,13.1393594,24.7890218,2.5096891,15.771995
8148,16.46675,14.5411105,17.5209639,18.6206745,15.9550175,17.7399585,7.7170262,2.3670693,16.3199054,12.1278889,11.2293505,17.3675801,15.2919833,15.7271209,16.0540691,15.5479411,14.025895,16.6493423,15.2240188,14.6244496,12.9122107,13.8790397,10.3496695,15.1388905,13.1530416,12.7090803,13.1429876,10.1047583,15.6199394,17.6836572,18.2901825,14.590214,16.8208898,11.1077826,13.9863002,10.9941801,11.2446963,13.3656021,15.5852086,18.9036093,12.3651092,10.5846098,12.554328,13.2253698,19.0391658,7.3960746,9.3550167,18.2876712,7.4451251,11.9263153,14.7990941,7.0177831,19.0575872,17.1377754,11.6574089,13.6091204,4.7506469,11.1970811,14.1065529,8.177486,15.496082,14.3281151,14.4006245,17.7900826,11.9029407,14.9599356,11.7759965,9.9081529,17.4605071,15.3042971,17.1986757,17.6943376,14.5892272,21.8818868,18.6009921,3.7007265,17.4289343,16.2071755,12.060132,16.0602922,11.9441886,14.9724481,10.2118733,10.4506028,12.5682991,17.2682914,2.3843747,17.7609599,10.6475388,16.8523638,12.3970007,11.6549408,14.15222,13.5321387,14.5787008,13.9999025,7.9740432,13.4381683,17.2542671,9.6864997
7970,15.2603108,1.340059,13.3364155,17.4142353,21.945916,16.0464339,6.271485,13.8073088,15.1134662,16.1200001,7.4642373,15.3978821,3.8035919,8.2779141,7.8974341,21.5388396,14.1415741,16.1657542,5.0927082,13.4180104,18.4145257,5.7224047,7.7664463,6.2749052,10.5698184,10.5734319,10.5597644,16.0956568,14.4135002,9.5270222,10.1335475,8.7822347,14.8619254,5.5522143,8.1783209,16.9850786,17.2355948,15.3507586,14.3787694,10.9528925,5.6354918,7.4103173,16.9715098,19.0583528,21.8159098,10.6025021,15.3459152,19.8499726,7.6613413,9.3430921,20.7899926,17.5732414,20.3591306,18.0534948,5.5878051,7.5434671,15.5518493,10.5407689,5.9499179,14.1683845,15.6117611,20.3190136,20.0185043,15.3596564,5.4376586,16.4463713,8.5231872,15.8990514,20.9873124,20.9221769,23.1895742,20.8024687,6.4325922,20.3760623,13.1012211,15.140966,15.8881194,7.4227879,15.6269347,5.9289816,6.1362093,4.8411375,7.6286501,8.0540865,18.5591976,16.0618522,13.8246142,17.876639,16.6384373,15.6659678,5.9317186,9.2509052,2.6638286,5.3755037,13.3722616,12.7934633,13.9649417,11.3025199,20.7810724,7.1032765
3011,16.4821535,10.6150889,11.8410846,18.636078,16.7279911,12.0600792,4.9286866,12.4645104,16.3353089,10.3244417,10.1875434,11.6877008,11.3659617,6.3426845,10.9804815,16.3209147,8.3460157,10.969463,7.7211917,14.6398531,12.6189673,8.4173195,3.9185729,5.7544541,4.77426,12.7244838,6.9687134,10.3100757,15.6353429,10.8278595,12.7361768,11.5055408,11.1410105,8.2755204,10.901627,12.60585655,13.3979735,9.5552002,15.6006121,12.2537298,8.4390876,10.1336234,11.1759514,13.2627944,16.0203514,9.8624433,11.75026115,14.0544142,6.3185429,3.5475337,15.9074912,15.8223546,14.5635722,12.2579364,7.7313873,10.2667732,14.2090509,11.2124846,10.1805313,11.2628757,9.8162027,15.0236516,14.2229459,12.1102033,8.1609647,16.7787787,2.3915601,12.1280225,15.191754,15.1266185,17.9716493,15.0069103,8.7205176,16.2020075,12.9211128,13.7981676,11.749055,6.8227391,9.8313763,7.4279225,8.8595154,10.8474014,4.0375991,10.4660063,14.0000877,17.2836949,12.4818158,12.0810806,12.1025711,11.1724845,8.6550247,11.1154225,10.2261984,8.0704185,14.5941043,14.015306,11.1783407,13.4535718,14.985514,2.9592131
2905,16.2085008,7.3608575,10.5206733,18.3624253,20.2835226,13.2306917,8.0287484,15.5645722,16.0616562,13.9997184,8.5012768,12.5821399,8.6902861,4.2997199,5.729731,19.8764462,12.0212924,13.350012,3.6147026,14.3662004,16.1744988,3.166569,7.5938496,2.296711,8.4495367,11.5216219,10.6439901,13.9853524,15.3616902,5.577109,7.4854263,9.8192742,12.0461832,6.5892538,9.2153604,16.28113325,17.0732502,13.2304769,15.3269594,7.0029793,6.5836818,8.4473568,14.8512281,16.8183259,19.5758829,11.6395416,15.42553785,17.0505995,9.4186047,7.2228104,19.5827679,19.3305048,18.1191037,15.8134679,8.5732977,8.5805066,17.3091127,11.4889589,3.5452177,14.9381524,13.4914794,18.5791831,17.7784774,12.5439142,6.4746981,17.4834108,4.544993,15.8032992,18.7472855,18.68215,21.5271808,18.5624418,3.4697671,17.5603201,10.9261928,16.8982294,13.0723772,3.2316973,13.506653,3.0255886,7.1732488,6.7409123,7.7128758,9.091126,17.6753644,17.0100422,15.5818776,15.6366121,15.7778478,12.8502256,6.9687581,10.2879447,7.5505228,2.819668,14.3204516,13.7416533,14.8536174,12.2507099,18.5410455,6.6344898
8050,15.7894759,3.0033284,13.8655806,17.9434004,21.8965253,16.575599,6.2220943,13.7579181,15.6426313,16.0706094,7.9934024,15.9270472,2.3065468,8.8070792,8.4265992,21.4894489,14.0921834,16.6949193,5.6218733,13.9471755,18.365135,6.2515698,7.7170556,6.8040703,10.5204277,11.102597,10.5103737,16.0462661,14.9426653,10.0561873,10.6627126,9.3113998,15.3910905,6.0813794,8.707486,16.9356879,17.1862041,15.3013679,14.9079345,11.4820576,6.1646569,7.9394824,16.9221191,19.0089621,21.7665191,11.1316672,15.2965245,19.8005819,7.6119506,9.2937014,20.7406019,17.5238507,20.3097399,18.0041041,4.347758,8.0726322,15.5024586,11.069934,6.479083,14.1189938,15.5623704,20.2696229,19.9691136,15.8888215,5.9668237,16.9755364,9.0523523,15.8496607,20.9379217,20.8727862,23.1401835,20.753078,6.9617573,20.9052274,13.6303862,15.0915753,16.4172845,7.951953,15.577544,6.4581467,6.6653744,4.0307741,7.5792594,8.5832516,18.5098069,16.5910173,13.7752235,17.8272483,16.5890466,16.1951329,6.4608837,9.7800703,1.1667835,5.9046688,13.9014267,13.3226284,13.915551,11.831685,20.7316817,7.0538858
1891,15.7100226,13.7843831,16.7642365,17.8639471,15.1982901,16.9832311,6.9602988,1.6103419,15.563178,11.3711615,10.4726231,16.6108527,14.5352559,14.9703935,15.2973417,14.7912137,13.2691676,15.8926149,14.4672914,13.8677222,12.1554833,13.1223123,9.5929421,14.3821631,12.3963142,11.9523529,12.3862602,9.3480309,14.863212,16.9269298,17.5334551,13.8334866,16.0641624,10.3510552,13.2295728,10.2374527,10.4879689,12.6088747,14.8284812,18.1468819,11.6083818,9.8278824,11.7976006,12.4686424,18.2824384,6.6393472,8.5982893,17.5309438,6.6883977,11.1695879,14.0423667,6.2610557,18.3008598,16.381048,10.9006815,12.852393,3.9939195,10.4403537,13.3498255,7.4207586,14.7393546,13.5713877,13.6438971,17.0333552,11.1462133,14.2032082,11.0192691,9.1514255,16.7037797,14.5475697,16.4419483,16.9376102,13.8324998,21.1251594,17.8442647,2.9439991,16.6722069,15.4504481,11.3034046,15.3035648,11.1874612,14.2157207,9.4551459,9.6938754,11.8115717,16.511564,1.6276473,17.0042325,9.8908114,16.0956364,11.6402733,10.8982134,13.3954926,12.7754113,13.8219734,13.2431751,7.2173158,12.6814409,16.4975397,8.9297723
181,3.3440008,13.8438505,19.9867171,5.4979253,22.4550952,22.3062419,9.5844073,14.316488,1.8318126,18.6279666,8.7500401,21.9338635,15.1732791,16.8904586,14.5477357,22.0480188,18.5921784,21.2156257,13.8345849,1.0953014,19.4122884,12.3727063,12.2170506,14.8874497,15.0204227,5.7405337,15.0103687,16.604836,1.3948186,16.1773238,16.7838491,12.1109036,21.3871732,8.3612843,11.5069898,17.4942578,17.744774,19.8013629,2.4624594,17.6031941,9.0893514,8.1052994,19.0544057,19.7254475,25.5392435,8.4401956,15.8550944,24.3005769,8.7320326,13.7936964,21.2991718,18.0824206,24.8097349,22.5040991,12.8483917,11.12981,16.0610285,4.8551333,12.6002195,14.6775637,20.0623654,20.8281928,20.9007022,22.009958,9.1564424,13.9011868,13.6433776,16.4082306,23.9605848,21.8043748,23.6987534,24.1944153,13.0828938,26.4481702,19.7515227,15.6501452,21.9952177,15.822436,18.5602097,14.6708583,9.4648782,13.9076795,12.0792544,6.0284167,19.0683768,3.0431706,14.3337934,22.3272433,17.1476165,21.4186472,9.6505024,9.3649322,14.0335158,12.0258053,1.6191686,2.8079477,14.4741209,6.4696217,23.7543448,11.5538808
