5381, 4774
264, 233
2057, 7758
3083, 3044
5131, 5314
8463, 8456
6421, 9738
5143, 7675
7193, 7101
8734, 3518
7970, 2103
6952, 7023
809, 196
9516, 5969
1324, 7906
6446, 6790
561, 610
6193, 9482
5170, 9595
4662, 4503
1335, 1408
5434, 6983
570, 607
3650, 3870
7497, 130
5706, 5712
2894, 2778
4942, 8899
7760, 7822
6226, 6194
2905, 3747
9561, 6107
7002, 6953
5724, 5710
2652, 2451
8798, 8655
8542, 55
2143, 8161
864, 1034
1891, 8152
9062, 1851
8811, 2093
8813, 2848
8050, 2091
7032, 9757
1913, 2252
8057, 1159
8314, 8326
9855, 7156
8832, 4219
8069, 2026
7813, 1113
5510, 5416
4489, 4197
394, 432
1676, 1625
5517, 6014
5265, 1000
658, 712
1429, 7642
150, 99
6299, 6100
3232, 3130
1186, 1204
5285, 9240
4775, 8192
3753, 8175
9897, 7364
5034, 5153
5035, 6562
8878, 4085
4783, 8901
6578, 9634
6324, 6647
181, 107
9147, 6005
4285, 4300
3011, 3019
3523, 3516
2758, 2782
458, 57
3787, 2833
9932, 7289
9934, 7415
8148, 2314
4567, 4316
1496, 7744
3290, 8630
1243, 1242
3291, 8560
734, 7496
9698, 6791
5093, 7080
5606, 5895
1512, 1527
7149, 9856
9197, 9280
7410, 7450
247, 7491
2301, 2359
