,12531,10342,9505,11205,483,8325,3404,1312,11973,7577
15049,18.556509442,10.4926082655,13.7803537743,24.5386775547,18.2361702408,11.3393752438,13.666769074,17.2959927681,19.8367458056,6.73003139047
950,8.32136648292,17.5311935049,14.2324246924,7.18480648118,2.20029263386,14.7935334983,9.12648790455,2.16009265164,6.74460677907,13.6467811358
6091,17.5520105986,10.9150206171,14.0678859832,19.2432191994,14.2587053521,10.545134324,7.07331246424,13.1410900668,13.0248669041,5.93579047063
8074,17.035353205,8.9714520284,12.2591975372,23.0175213177,16.7150140037,9.81821900674,12.1456128369,15.774836531,18.3155895685,5.20887515339
4107,15.4654867447,17.5946787523,20.7475441184,17.1566953455,12.1721814982,17.2247924593,5.36715427435,11.0545662129,10.9383430502,12.6154486059
8052,12.6363672721,8.20436306094,7.00676834532,21.1839468345,14.8814395206,3.48401668614,15.7897330653,13.9412620479,18.9881930738,5.22781551386
11387,8.66828144292,17.8781084649,14.5793396524,7.41626143482,2.09139065192,15.1404484584,11.1937448178,2.50700761165,8.81186369232,13.9936960958
2758,12.4648882422,18.6442385773,18.3759464516,14.156096843,9.17158299567,18.2743522842,4.7972931466,8.05396771046,7.93774454772,13.6650084309
6421,17.0620875288,10.2148396237,13.3677049898,22.2369526333,16.7417483275,9.8449533306,9.48097151335,15.8015708549,16.018600338,5.23560947725
5790,7.22474934302,11.4728776903,6.02793096097,16.7611541985,10.4586468845,5.18098094101,16.6692453803,9.51846941187,16.3954986019,7.58846532124
