5381, 3044
264, 610
2057, 1242
3083, 9240
5131, 4774
8463, 8630
6421, 3516
5143, 3870
7193, 7415
8734, 2848
7970, 196
6952, 6983
809, 1204
9516, 6100
1324, 8192
6446, 9738
561, 1113
6193, 6005
5170, 7744
4662, 5969
1335, 1527
5434, 6014
570, 7675
3650, 8899
7497, 130
5706, 5712
2894, 3019
4942, 6647
7760, 8456
6226, 9595
2905, 2359
9561, 6107
7002, 7023
5724, 8901
2652, 2833
8798, 8655
8542, 8152
2143, 2091
864, 607
1891, 2252
9062, 5153
8811, 8326
8813, 2451
8050, 2026
7032, 9757
1913, 2314
8057, 7822
8314, 1159
9855, 7101
8832, 4219
8069, 8161
7813, 1000
5510, 6194
4489, 4197
394, 57
1676, 7906
5517, 9482
5265, 4085
658, 7496
1429, 432
150, 55
6299, 9856
3232, 8175
1186, 712
5285, 5314
4775, 1625
3753, 6790
9897, 7156
5034, 4503
5035, 5710
8878, 4316
4783, 3130
6578, 6562
6324, 7080
181, 99
9147, 9634
4285, 7758
3011, 2103
3523, 8560
2758, 3747
458, 107
3787, 3518
9932, 7289
9934, 7364
8148, 7491
4567, 9280
1496, 7642
3290, 1851
1243, 1034
3291, 4300
734, 2778
9698, 6791
5093, 5416
5606, 5895
1512, 1408
7149, 6953
9197, 2093
7410, 7450
247, 233
2301, 2782
