8325, 2835
7559, 405
6664, 6551
8200, 2412
7950, 2769
9488, 6866
1682, 7890
4755, 5214
1814, 7893
8089, 2547
3358, 9460
1183, 1082
162, 412
7971, 5722
3369, 6753
3635, 4165
1717, 7910
3381, 3270
4664, 4683
5564, 9338
8893, 4269
4286, 4283
840, 1083
328, 445
8394, 9182
843, 955
8907, 8990
4684, 9664
3020, 6034
8141, 2190
8156, 8079
2141, 1239
2270, 8202
3551, 3206
5345, 5344
7780, 1200
3941, 6061
7654, 750
8552, 9397
4072, 4243
5866, 6013
5994, 6504
1642, 1474
3435, 3632
9844, 7315
7802, 1447
8059, 8360
8571, 8505
9725, 7191
509, 519
