,8505,8990,445,9397,9338,4683,5722,7910,6061,955,1083,9460,4269,6013,7191,1239,6753,6551,2412,4165,2769,3632,8202,2190,7890,4283,2835,1474,8360,1447,9182,3206,519,8079,6866,412,1200,7893,1082,4243,3270,6504,750,6034,2547,9664,7315,5214,5344,405
8394,10.531947,10.1580233,10.8042033,9.9700551,9.2186875,10.1350263,10.0860612,11.627007,11.9816635,8.0591149,9.1142769,11.3912935,16.3628494,10.0701235,15.2095442,8.2567209,13.1506956,12.9883675,8.8650749,4.2050967,4.4623219,10.4729986,8.2369565,13.5210843,5.9392588,11.791129,5.0034316,6.0207269,8.0489719,11.1863442,8.9082128,10.8594542,9.9166342,8.3759206,12.7894383,11.4470619,9.0533892,6.706163,9.3506181,11.1784429,13.3272655,12.6731977,11.8315473,12.067224,8.5054842,11.1257746,17.8751101,9.8387551,10.5925094,8.6790412
1682,9.8747339,11.5564382,7.7498582,11.36847,10.6171024,11.5334412,11.4844761,7.5917525,13.3800784,4.0238604,6.0599318,12.7897084,15.0256368,11.4685384,16.6079591,4.2214664,13.312662,14.3867824,5.1824172,5.6035116,3.9130518,8.9813639,4.5542988,10.4667392,2.8849137,10.5317832,6.744583,2.9663818,6.2313412,7.1510897,10.3066277,10.2740493,6.8622891,4.3406661,13.3164146,8.3927168,5.9990441,3.6518179,5.3153636,9.8412303,10.6810088,14.0716126,7.7962928,12.6993497,6.1055607,12.5241895,18.6958915,11.23717,11.9909243,5.6246961
840,10.8499102,11.9304847,4.324616,15.2499595,14.4985919,12.1460132,15.3659656,5.3676417,15.8059417,3.9631819,3.2721984,15.5079938,15.1017073,14.6957673,17.8411948,2.7721435,14.2878383,17.735034,5.2584877,9.4850011,7.7945413,9.9565402,4.6303693,11.4419155,4.0801345,10.6078537,6.937553,4.6766646,6.3074117,4.9269789,14.1881172,11.2492256,2.689648,4.4167366,14.2915909,4.9674746,5.1118724,5.3621007,3.3489268,9.9173008,11.6561851,17.9531021,4.8606065,13.674526,6.1816312,15.6817625,19.6710678,15.1186595,15.8724138,2.2531809
5866,4.2768707,7.4298096,14.9592725,6.918522,5.3186917,7.4068126,2.5574163,17.3751445,9.2534498,13.8072524,13.2693461,8.6630798,13.6802198,0.617609,7.4078491,14.0048584,4.3512219,10.2601538,14.9658092,5.7431268,10.2104594,4.2179223,14.3376908,10.7213158,11.2363137,9.0629153,12.8272817,11.3177818,15.2190381,16.9344817,6.1799991,4.6043779,14.0717034,14.1240581,3.9899646,15.6021311,9.9309195,12.0032179,15.0987556,9.9258822,7.0721892,9.944984,17.3075875,2.9017148,15.6755504,2.3263009,9.3151592,3.9447952,7.8642957,12.8341104
7971,8.0259134,15.5828371,10.4740421,15.3948689,14.6435013,15.5598401,12.9931689,14.3969225,17.4064773,11.6703788,8.7841157,16.8161073,21.8332473,11.8717705,15.017198,11.8679848,11.4638415,18.4131813,12.8289356,12.2691206,10.5786608,7.1325434,12.2008172,3.1685777,6.7510833,17.2159428,14.3911014,6.8325514,13.8778596,13.9562597,14.3330266,8.4252288,9.586473,11.9871845,11.4675941,11.1169007,5.4456891,7.5179875,12.3782076,17.4877487,4.809694,18.0980115,12.8223571,10.8505292,13.7520791,12.8577657,16.847071,12.8037575,16.0173232,8.34888
8156,14.5449816,10.6612054,9.1632909,15.3434789,15.1405141,10.8767339,16.0078878,8.5734807,14.5366624,4.8364494,9.0354311,14.2387145,13.832428,15.9919501,20.582968,5.1924761,17.9829097,16.4657547,3.8238905,10.1269233,8.5832995,13.6516116,3.1957721,15.1369869,7.5551614,9.3385744,2.8429042,7.6366295,5.0381324,8.1328179,14.8300394,14.944297,8.4822664,3.7262375,17.9866623,10.0947635,10.6692918,8.3220656,6.2970918,8.6480215,15.3512565,16.7588795,8.6088818,17.3695974,4.9123519,17.0476012,23.2485339,15.7605817,15.4324942,8.0164136
7780,6.9031615,14.4600852,5.9294547,14.272117,13.5207494,14.4370882,11.870417,9.8523351,16.2837254,8.603622,4.2395283,15.6933554,20.0788296,10.7490186,13.8944461,7.7492658,10.3410896,17.2904294,10.23561,9.8509032,8.1604434,6.0097915,9.6074916,7.4951668,3.9339884,15.584976,11.9146753,4.414334,11.284534,9.4116723,13.2102747,7.3024769,5.0418856,9.3938589,10.3448422,6.5723133,1.1651237,5.0997701,7.8336202,14.8944231,7.7094364,16.9752596,8.2777697,9.7277773,11.1587535,11.7350138,15.7243191,11.6810056,14.8945713,3.8042926
5564,7.5046462,6.5927911,16.2532537,2.771663,0.929902,6.5697941,3.007471,17.0760574,5.5637454,13.5081653,14.5633273,4.9733754,12.8432013,6.0029089,7.8723851,13.7057713,6.2700624,6.5704494,14.6667221,5.4440397,9.9113723,7.4456978,14.0386037,13.9490913,11.3883092,8.2258968,12.5281946,11.4697773,14.3820196,16.6353946,3.459522,7.8321534,15.3656846,13.824971,5.9088051,16.8961123,13.158695,12.1552134,14.7996685,9.0888637,10.2999647,6.2552796,17.2805977,8.1795968,14.8385319,6.6254154,10.537951,6.8114543,4.1745913,14.1280916
4684,3.2788964,9.07139085,12.8361606,8.88342265,8.13205505,9.04839385,6.16407625,16.759041,10.89503105,14.0324973,11.1462342,10.30466105,15.32180105,3.9748577,8.8713375,14.2301033,5.317981,11.90173505,15.1910541,7.38470805,11.85204065,2.3855264,14.5629357,8.5982039,9.1132018,10.70449655,14.46886295,9.1946699,16.2399781,16.3183782,7.82158035,3.6782118,11.9485915,14.349303,5.3217336,13.4790192,7.8078076,9.880106,14.7403261,11.56746345,4.9490773,11.58656525,15.1844756,3.3154488,16.1141976,4.7006924,10.7012105,5.97466485,9.50587695,10.7109985
3551,1.0634076,8.4501072,12.076626,8.262139,7.5107714,8.4271102,6.0491655,15.9995064,10.2737474,13.2729627,10.3866996,9.6833774,14.7005174,4.9277671,10.3745524,13.4705687,6.8211959,11.2804514,14.4315195,6.7634244,11.230757,1.3352758,13.8034011,7.8386693,8.3536672,10.0832129,13.8475793,8.4351353,15.4804435,15.5588436,7.2002967,0.9568887,11.1890569,13.5897684,6.8249485,12.7194846,7.048273,9.1205714,13.9807915,10.9461798,4.1895427,10.9652816,14.424941,6.2078836,15.354663,6.3588281,12.2044254,5.8597541,8.8845933,9.9514639
5994,8.6507673,6.310703,17.3993748,2.0259314,3.1821027,6.3742438,5.4710731,17.8331924,1.8721673,14.0961611,15.7094484,1.2817973,11.6148817,8.1771702,7.2654205,14.4521878,5.6630978,3.6928292,12.5397341,6.5901608,11.0574934,8.5918189,11.9116157,15.0952124,12.5344303,6.5957495,12.6512023,12.6158984,11.7236311,17.3925296,3.6577865,8.9782745,16.5118057,12.9859492,5.3018405,18.0422334,14.3048161,13.3013345,15.5568035,6.4304752,11.4460858,3.441332,17.8685935,8.6954666,12.1801434,6.4684783,9.9309864,7.9575754,2.1149467,15.2742127
8059,16.4461609,11.1101106,10.9475707,15.7923841,16.6535593,11.3256391,17.961115,10.3577605,14.9855676,6.6207292,10.8197109,14.6876197,14.2813332,18.0399654,21.0318732,6.9767559,19.4295505,16.9146599,5.0643022,12.1749386,10.4844788,15.5527909,4.4361838,17.0381662,9.4563407,9.7874796,7.2952453,9.5378088,3.473553,9.9170977,16.3430846,16.8454763,10.2665462,5.5105173,19.0682932,11.8790433,12.5704711,10.2232449,8.0813716,9.0969267,17.2524358,17.2077847,10.3931616,19.2707767,2.4225467,19.0956165,23.6974391,17.808597,15.8813994,9.8006934
1717,14.5362024,11.8383106,9.0376122,16.0299385,15.2785709,12.0538391,16.1459446,8.447802,15.7137676,4.7107707,8.9097524,15.4158197,15.0095332,16.1300069,21.2694276,5.0667974,17.9741305,17.6428599,5.7925022,10.2649801,8.5745203,13.6428324,5.1643838,15.1282077,7.5463822,10.5156796,7.5483928,7.6278503,4.201753,8.0071392,14.9680962,14.9355178,8.3565877,5.0275764,17.9778831,9.9690848,10.6605126,8.3132864,6.1714131,9.8251267,15.3424773,17.9359847,8.4832031,17.3608182,3.1507467,17.185658,23.35736,15.8986385,16.6095994,7.8907349
3358,14.8783806,7.1741277,10.2987441,11.7258325,12.5870077,7.2590875,13.8945634,9.7089339,10.919016,5.9719026,10.1708843,10.6210681,10.3824026,14.4165571,16.9653216,6.3279293,15.3629989,12.8481083,4.4154756,9.0197952,9.2770204,14.8194322,3.7873572,16.3893396,8.8075141,5.9553423,2.8105773,8.8889822,3.5993726,9.2682711,12.276533,15.2058878,9.6177196,4.8616907,15.0017416,11.2302167,11.9216445,9.5744183,7.432545,5.1979961,16.6036092,13.1412331,9.744335,16.4136576,4.0558849,15.4722082,19.6308875,14.1851887,11.8148478,9.1518668
8893,12.3161073,5.894377,17.4306565,10.776102,10.0247344,6.173722,11.3322901,16.8408463,10.9529585,13.103815,17.3027967,10.6550106,6.1487154,11.8542838,16.0155911,13.4598417,14.4132684,12.8820508,11.547388,10.2555008,14.7228334,12.2571589,10.9192696,18.7605524,15.9394265,3.7417341,11.8264772,16.0208946,10.731285,16.4001835,9.7142597,12.6436145,16.749632,11.9936031,14.0520111,18.3621291,17.9701561,16.7063307,14.5644574,4.2808199,15.1114258,13.1751756,16.8762474,13.8513843,11.1877973,12.9099349,18.681157,11.6229154,11.3985563,16.2837792
